genes,lfc_liu2020,qval_liu2020
AT3G57880,-1.407403641,9.59E-08
AT2G30070,-1.40861212,1.55E-25
AT1G66860,-1.411657563,0.03738659
AT1G72940,-1.411725715,1.76E-05
AT3G50970,-1.411867919,3.66E-13
AT3G15210,-1.413024252,1.47E-13
AT1G70170,-1.413478188,2.79E-05
AT1G72900,-1.413683634,4.70E-25
AT2G46750,-1.415150198,1.74E-06
AT5G64660,-1.415799576,8.12E-12
AT1G69880,-1.417833171,5.29E-08
AT4G22470,-1.419624619,3.25E-22
AT1G02220,-1.419681706,7.85E-11
AT4G39670,-1.420298988,7.67E-12
AT3G49130,-1.42055213,0.005544314
AT2G22760,-1.421228398,0.03748944
AT5G38900,-1.424618164,1.31E-11
AT2G35070,-1.432365248,0.00579767
AT3G20830,-1.43261051,5.32E-09
AT5G67350,-1.432721108,5.11E-21
AT4G19230,-1.437491489,0.000114986
AT3G61190,-1.438936724,2.08E-09
AT4G01895,-1.439046466,1.23E-05
AT1G79630,-1.439220385,3.92E-17
AT1G15190,-1.439860501,3.79E-06
AT5G13740,-1.440527099,2.95E-32
AT4G31970,-1.441398865,0.004714156
AT5G17370,-1.443593756,2.11E-25
AT4G30270,-1.444515542,3.42E-47
AT4G04540,-1.445028172,0.000237573
AT4G18990,-1.446480048,0.005818646
AT5G46295,-1.448177317,0.004511412
AT1G21050,-1.450372282,5.35E-33
AT1G76500,-1.450484885,7.48E-05
AT1G49832,-1.453432148,0.00116753
AT1G66400,-1.454696349,3.40E-05
AT1G17170,-1.455708112,8.08E-08
AT1G07135,-1.456253608,3.79E-06
AT1G30860,-1.45657226,6.52E-05
AT1G22380,-1.456839362,5.17E-07
AT5G51190,-1.457500417,0.000348939
AT1G76210,-1.460066849,0.01396432
AT1G52890,-1.460649557,4.62E-08
AT5G22520,-1.462462845,1.64E-07
AT1G70300,-1.46378989,6.40E-29
AT5G65600,-1.464571936,1.18E-11
AT3G26830,-1.464838742,5.63E-09
AT5G28646,-1.464888337,7.41E-05
AT1G66480,-1.465807747,2.92E-10
AT5G19520,-1.468006056,0.024522447
AT5G08790,-1.473345735,2.99E-13
AT1G21970,-1.482522471,0.002257389
AT5G26260,-1.485970756,0.019062107
AT2G29470,-1.486257591,2.18E-05
AT3G08630,-1.4864963,4.08E-18
AT1G53625,-1.488963093,6.50E-06
AT4G18360,-1.491223087,2.01E-06
AT5G67310,-1.491544479,9.42E-12
AT5G64250,-1.492346771,1.04E-22
AT4G33540,-1.497736994,7.54E-41
AT1G29195,-1.497765367,7.29E-08
AT5G01830,-1.49965878,3.40E-19
AT5G61270,-1.501454383,5.33E-18
AT5G48410,-1.501813746,6.36E-08
AT5G60890,-1.502102523,0.021872972
AT4G34710,-1.510482547,1.89E-17
AT5G50130,-1.518344918,4.60E-05
AT2G34360,-1.51907852,0.000771762
AT4G24000,-1.519106752,0.008503322
AT5G17380,-1.51966871,5.57E-41
AT3G28580,-1.520096711,2.74E-05
AT5G60250,-1.520097486,0.000480817
AT1G62045,-1.520395001,1.02E-11
AT5G44990,-1.522881547,1.09E-07
AT2G44330,-1.524600117,0.007712609
AT5G51830,-1.5263051,1.62E-19
AT2G14115,-1.528876224,0.000122275
AT3G49160,-1.530341493,2.04E-17
AT1G61820,-1.532568988,2.12E-09
AT5G65310,-1.533957792,1.74E-25
AT1G73480,-1.535377678,1.02E-08
AT1G77760,-1.535875764,0.000233198
AT4G23700,-1.539016313,1.72E-13
AT5G17350,-1.539218465,9.11E-07
AT2G42975,-1.544232757,2.50E-08
AT3G53650,-1.546924101,1.01E-11
AT3G28210,-1.549679236,6.47E-05
AT2G37770,-1.552825112,9.38E-40
AT3G21690,-1.554477479,1.18E-24
AT1G80160,-1.555395092,4.72E-20
AT3G13500,-1.557393669,0.012235964
AT1G18300,-1.558085742,3.46E-10
AT3G43250,-1.561757731,2.05E-05
AT3G51400,-1.564715976,8.57E-13
AT1G66890,-1.565056791,4.38E-18
AT5G41610,-1.567040707,5.23E-20
AT1G22360,-1.56938106,1.46E-30
AT4G19820,-1.570349068,2.69E-05
AT5G13180,-1.571290872,7.68E-20
AT3G09010,-1.572542824,2.13E-17
AT2G31420,-1.577018451,7.47E-05
AT5G19440,-1.578761759,1.52E-20
AT2G30130,-1.58467228,0.0140865
AT1G16300,-1.588266685,8.67E-32
AT5G22250,-1.588577989,1.01E-19
AT3G21230,-1.593988446,5.79E-12
AT5G20480,-1.599298583,6.99E-11
AT5G57520,-1.600188294,0.001122081
AT3G62590,-1.600695077,3.36E-15
AT1G67530,-1.601611484,6.36E-37
AT2G39330,-1.60579442,8.65E-05
AT3G54150,-1.606547431,1.53E-34
AT3G53160,-1.609220704,8.44E-23
AT5G65280,-1.610273545,1.31E-12
AT1G53990,-1.612176846,0.004415913
AT3G60120,-1.612367927,1.12E-07
AT2G20562,-1.614947201,6.48E-08
AT5G43570,-1.617288683,1.24E-08
AT2G33385,-1.620835882,1.20E-07
AT1G03220,-1.623892701,2.25E-28
AT2G41810,-1.62547709,0.012686951
AT5G03550,-1.636094376,0.019659291
AT2G32030,-1.636199165,6.60E-09
AT1G77730,-1.636557287,0.019211867
AT1G23800,-1.637474414,1.55E-19
AT3G29000,-1.638797727,3.08E-07
AT1G64020,-1.641661579,0.005403395
AT2G34500,-1.642596423,3.85E-21
AT4G34380,-1.643417853,2.18E-22
AT5G44480,-1.645840996,9.61E-07
AT2G28210,-1.645897045,0.000800516
AT3G23550,-1.646762576,9.40E-33
AT1G30620,-1.649451155,3.05E-25
AT3G44830,-1.652644984,0.011022681
AT3G08860,-1.654051593,0.023162587
AT5G07060,-1.654076968,0.00087238
AT4G01670,-1.661150271,9.63E-08
AT4G27657,-1.664503982,0.008626036
AT4G22520,-1.671293928,5.01E-11
AT2G37970,-1.673846699,1.88E-09
AT2G29460,-1.675411473,1.34E-22
AT2G43060,-1.675521601,2.79E-55
AT1G60190,-1.67918799,0.047047852
AT1G18980,-1.682501201,0.022001261
AT1G07430,-1.682706633,2.78E-07
AT1G56250,-1.685606606,2.75E-07
AT3G23570,-1.685668568,6.08E-33
AT1G14860,-1.687390106,1.56E-26
AT1G08230,-1.689620112,3.09E-11
AT1G72210,-1.69170146,0.000568846
AT5G14700,-1.695456206,2.46E-14
AT5G22540,-1.69608924,1.86E-05
AT4G35110,-1.698776062,9.17E-18
AT3G48310,-1.70085239,1.18E-29
AT5G50300,-1.700903275,0.001357848
AT1G31310,-1.704424052,1.33E-08
AT4G01535,-1.70830483,0.043761199
AT3G13950,-1.708730982,4.45E-14
AT1G33030,-1.709731644,1.14E-11
AT5G54840,-1.713586668,2.24E-26
AT1G35210,-1.720673372,3.23E-08
AT4G17490,-1.72651246,3.77E-19
AT1G66050,-1.733637532,6.02E-09
AT2G29390,-1.736598094,3.57E-34
AT2G04100,-1.736662191,9.46E-06
AT3G11150,-1.738015408,5.95E-09
AT5G04390,-1.741510221,1.19E-15
AT3G56220,-1.743199813,0.008749213
AT4G16820,-1.744031013,2.62E-15
AT2G45050,-1.746315369,3.57E-08
AT4G22530,-1.747806594,3.81E-21
AT5G64260,-1.749376921,2.17E-85
AT1G80820,-1.750344314,9.50E-16
AT1G05575,-1.750549176,1.55E-05
AT3G17609,-1.753631857,2.19E-15
AT2G42530,-1.754219063,1.76E-05
AT1G68620,-1.756068678,3.43E-15
AT1G75450,-1.757999965,1.82E-30
AT1G61810,-1.769627488,5.14E-20
AT1G72920,-1.769746943,1.33E-09
AT3G16530,-1.770474238,1.88E-32
AT1G32190,-1.771578161,9.23E-14
AT1G17745,-1.771634471,6.93E-17
AT1G47890,-1.776237451,1.74E-07
AT1G22370,-1.78683418,7.09E-10
AT3G46680,-1.787091645,0.009806979
AT2G34490,-1.791121591,1.57E-06
AT2G47190,-1.793546472,8.63E-15
AT3G63210,-1.794518714,8.90E-11
AT4G21680,-1.80137947,1.69E-14
AT3G19615,-1.802029499,1.25E-21
AT4G17470,-1.802364734,9.66E-09
AT4G27652,-1.805821157,7.79E-05
AT3G63380,-1.806311143,2.57E-27
AT2G03760,-1.808757395,2.11E-11
AT1G17020,-1.812983445,1.58E-34
AT5G64530,-1.816146484,5.11E-19
AT1G71870,-1.825176819,3.75E-10
AT1G69790,-1.825241809,2.35E-05
AT1G28370,-1.826965551,3.09E-07
AT5G10100,-1.828511839,1.08E-06
AT4G10390,-1.833124098,0.006820631
AT4G15120,-1.837057736,2.25E-07
AT1G61800,-1.837317112,4.48E-18
AT5G53290,-1.83791431,9.10E-13
AT1G20160,-1.839265488,4.48E-13
AT3G18900,-1.839633675,0.01947701
AT1G02980,-1.841124996,0.00218093
AT4G24972,-1.841620076,1.58E-22
AT4G25780,-1.843221184,0.035543939
AT3G59690,-1.844028131,0.022581925
AT5G54510,-1.847559334,4.02E-43
AT1G55175,-1.849508486,0.048176286
AT1G35910,-1.850109662,6.48E-07
AT3G60690,-1.850727435,1.87E-55
AT5G08240,-1.852686155,1.75E-49
AT2G36770,-1.8551607,1.96E-30
AT3G16330,-1.85950116,2.43E-16
AT4G11170,-1.85993608,2.43E-22
AT4G22070,-1.867260816,2.11E-07
AT1G01480,-1.87062806,2.45E-24
AT3G01830,-1.871149646,9.44E-08
AT1G35830,-1.871305849,3.17E-08
AT3G48520,-1.871716778,1.52E-20
AT1G78410,-1.873050592,2.83E-05
AT1G66570,-1.876081567,7.83E-13
AT1G11230,-1.876144467,9.41E-06
AT1G02850,-1.879259325,5.53E-09
AT1G47510,-1.880306263,3.02E-18
AT4G13410,-1.883216619,3.99E-05
AT1G60740,-1.888324683,0.002720819
AT5G24600,-1.891860548,0.000119818
AT1G16410,-1.893708535,0.013086977
AT1G63930,-1.8940095,4.26E-06
AT4G28340,-1.895242979,0.00746036
AT3G44300,-1.895961155,6.27E-11
AT1G32690,-1.896101623,3.25E-18
AT2G30400,-1.902870611,1.12E-14
AT4G24570,-1.903861176,6.61E-11
AT5G59510,-1.906356912,3.34E-06
AT1G68450,-1.907093032,2.71E-07
AT2G15480,-1.908973837,1.29E-32
AT3G15356,-1.909493378,8.67E-32
AT3G23250,-1.910528269,4.38E-18
AT1G17345,-1.91934352,9.78E-10
AT3G49980,-1.919811219,0.000976877
AT3G57380,-1.92309246,2.62E-14
AT4G25470,-1.925780853,0.007289952
AT1G62370,-1.927557369,7.10E-08
AT4G22620,-1.92872437,0.000270198
AT4G30450,-1.93029076,3.02E-08
AT1G76480,-1.934240006,1.00E-11
AT1G33110,-1.937569504,5.12E-45
AT1G08860,-1.94274195,0.000565078
AT2G45210,-1.955662305,7.43E-40
AT2G44910,-1.962514025,4.81E-09
AT4G39800,-1.963893977,1.03E-08
AT3G23170,-1.969171007,0.001111772
AT2G21610,-1.969466231,0.000158721
AT2G20150,-1.97030504,0.029809864
AT1G72180,-1.970680892,2.35E-39
AT4G40020,-1.980294816,5.67E-08
AT2G04040,-1.983462863,6.33E-13
AT5G04340,-1.993159285,1.06E-11
AT5G51060,-1.994038651,1.59E-09
AT2G30395,-1.994937229,7.67E-12
AT1G03790,-1.998735447,0.024509961
AT1G46264,-2.001488839,1.47E-12
AT2G24700,-2.001579741,8.23E-06
AT2G21510,-2.009354652,9.59E-11
AT2G38060,-2.015578898,0.000261628
AT5G64890,-2.019361222,6.13E-31
AT4G01070,-2.022160338,1.36E-14
AT1G69410,-2.043981537,7.90E-20
AT3G49845,-2.053935407,6.58E-07
AT5G21960,-2.055553802,0.007252946
AT4G27260,-2.061885195,1.55E-45
AT1G15840,-2.063379007,0.043697705
AT5G64905,-2.065013943,1.10E-11
AT2G20825,-2.079179107,1.39E-10
AT1G69480,-2.087052063,2.43E-33
AT5G22530,-2.091335708,6.10E-05
AT3G61930,-2.094936557,0.016238774
AT3G13380,-2.100162832,2.76E-31
AT2G36780,-2.101182757,8.42E-82
AT5G17800,-2.103110116,0.002626174
AT3G48660,-2.104483582,1.39E-05
AT5G57780,-2.109583288,1.54E-20
AT1G70185,-2.113381655,0.000511493
AT5G28145,-2.115608169,1.84E-34
AT1G27730,-2.116336246,1.75E-21
AT2G23270,-2.117773722,0.005836706
AT1G05680,-2.127320488,2.36E-12
AT3G04420,-2.127874449,4.12E-19
AT4G24110,-2.133011542,2.69E-07
AT2G32130,-2.137292327,0.018465021
AT2G41850,-2.145832833,0.015673696
AT2G25240,-2.14999615,0.028292586
AT1G17180,-2.154777064,0.002375486
AT3G09450,-2.164833903,0.00032795
AT5G22300,-2.170398903,8.87E-36
AT1G30110,-2.174168505,1.40E-19
AT4G16160,-2.179052051,0.003995289
AT3G63060,-2.179846878,0.003824957
AT1G16420,-2.185050412,2.86E-10
AT4G34210,-2.20328165,4.56E-07
AT3G11340,-2.20413536,1.38E-21
AT2G36750,-2.21265212,4.31E-12
AT5G57123,-2.228054176,9.33E-13
AT1G74150,-2.230953487,1.46E-63
AT3G57210,-2.236989024,0.047926321
AT4G25490,-2.240355396,0.03767802
AT1G66700,-2.240415983,1.81E-06
AT5G09440,-2.24153572,1.41E-42
AT5G13080,-2.250033683,6.32E-45
AT3G48240,-2.259742854,2.01E-08
AT4G18980,-2.262331069,5.57E-20
AT3G13610,-2.265462256,4.26E-07
AT1G54200,-2.273947967,1.24E-15
AT2G43910,-2.275708924,1.70E-76
AT4G33800,-2.285912794,0.000551276
AT4G01870,-2.286961845,1.39E-71
AT4G15480,-2.288803632,0.001532603
AT5G16200,-2.312654866,4.93E-06
AT1G54280,-2.321185127,0.010822459
AT3G21240,-2.327159292,6.42E-17
AT1G77690,-2.328077847,1.67E-26
AT3G15740,-2.340905126,0.029548659
AT1G19320,-2.343467674,0.028996306
AT5G02200,-2.349115315,3.39E-09
AT1G30370,-2.350079685,9.55E-21
AT2G39530,-2.353416155,1.33E-21
AT5G59220,-2.354035772,1.82E-38
AT2G03410,-2.36200186,2.77E-06
AT4G31950,-2.365546022,3.07E-07
AT3G49620,-2.37645597,6.41E-50
AT2G36270,-2.389973223,4.38E-35
AT2G42980,-2.395221414,0.006592984
AT1G15415,-2.419932223,1.38E-12
AT5G61550,-2.438567819,0.017748311
AT2G29170,-2.44005399,0.017626987
AT1G12570,-2.440822984,0.017748391
AT2G45080,-2.444641497,1.07E-08
AT2G41380,-2.450947672,6.51E-47
AT4G14450,-2.452907194,2.78E-08
AT3G57010,-2.45320491,0.000488338
AT3G23230,-2.456182623,4.08E-06
AT5G45920,-2.46960928,0.003830054
AT1G32960,-2.472323641,5.73E-11
AT5G50760,-2.480463472,1.71E-37
AT4G13420,-2.493242969,1.29E-09
AT1G03800,-2.497304676,1.45E-13
AT1G71520,-2.501583873,8.11E-14
AT1G80840,-2.506413205,2.29E-21
AT1G64930,-2.521907216,0.047618407
AT2G45570,-2.52821979,1.85E-26
AT5G52400,-2.542171293,0.026467903
AT2G35730,-2.553874312,3.90E-13
AT5G09800,-2.561833636,2.69E-22
AT3G02242,-2.579198381,9.31E-07
AT2G31690,-2.590936791,7.88E-05
AT5G36970,-2.598485229,0.000373114
AT3G22510,-2.606249191,0.001403198
AT1G63720,-2.610901678,6.84E-62
AT4G17460,-2.629025783,9.51E-119
AT5G57510,-2.629533539,2.39E-59
AT3G53235,-2.633862013,4.85E-05
AT5G03670,-2.635120025,5.11E-21
AT1G56650,-2.640716738,0.028807457
AT4G01080,-2.64298308,0.02821493
AT1G75830,-2.647584341,0.029177545
AT1G76610,-2.655651332,2.56E-07
AT1G59950,-2.691457593,3.44E-09
AT1G04180,-2.69591386,8.86E-10
AT5G05690,-2.703754009,4.35E-96
AT4G39480,-2.70732879,3.23E-05
AT3G04510,-2.751375489,1.09E-05
AT5G47635,-2.760032668,1.60E-05
AT5G49100,-2.762523475,2.73E-34
AT1G10585,-2.823028159,1.64E-25
AT1G28180,-2.871312251,1.88E-06
AT5G66700,-2.87884708,1.14E-27
AT3G49540,-2.915098695,1.69E-08
AT4G26200,-2.929233911,2.40E-34
AT5G58840,-2.929927753,6.70E-13
AT1G28360,-2.944212989,2.48E-29
AT3G13730,-2.974729671,1.28E-92
AT2G46660,-2.984973526,0.000405135
AT3G21720,-3.004677959,0.000158092
AT4G14165,-3.054611931,0.040739505
AT5G67430,-3.054824232,0.040783205
AT3G02240,-3.073770587,1.02E-22
AT4G35060,-3.079693816,9.30E-12
AT5G57790,-3.092953856,2.02E-32
AT3G09400,-3.103033449,0.000268659
AT5G65300,-3.117911725,8.61E-43
AT1G67100,-3.167673288,3.58E-05
AT4G25400,-3.184185283,0.039267483
AT4G36780,-3.188028998,4.52E-98
AT3G27865,-3.1996996,0.022850998
AT5G22240,-3.200871003,0.022856091
AT2G45430,-3.216016358,0.038900292
AT5G01740,-3.296409784,4.10E-91
AT2G24560,-3.320253185,5.32E-05
AT3G51360,-3.326888283,3.12E-05
AT2G15490,-3.403209834,4.18E-58
AT5G41590,-3.437925344,0.000162687
AT3G50800,-3.442907111,9.89E-24
AT1G01460,-3.455688781,0.007021052
AT1G09500,-3.459459612,1.34E-102
AT2G40435,-3.477005868,2.14E-06
AT1G76240,-3.486342793,6.36E-20
AT5G17390,-3.492869861,1.23E-34
AT1G74080,-3.522893139,4.61E-57
AT3G53232,-3.558493885,4.64E-06
AT1G60500,-3.57440229,0.003744054
AT5G07690,-3.577783301,3.00E-05
AT4G33720,-3.707592718,0.006603225
AT5G22580,-3.726070751,1.01E-65
AT1G28130,-3.869664704,1.54E-82
AT1G07985,-3.915172875,3.21E-48
AT2G31083,-3.943288764,2.60E-09
AT1G13230,-3.950316947,0.000308046
AT5G04950,-4.031605424,0.000162561
AT5G01840,-4.093621758,1.11E-10
AT4G25433,-4.38240739,9.63E-06
AT4G16162,-4.442042171,3.81E-06
AT4G39404,-4.446222458,3.41E-06
AT1G66370,-4.55182483,0.030495458
AT3G11300,-4.553125012,0.030362761
AT1G19464,-4.555322112,0.030369501
AT1G53950,-4.555532694,0.030247687
AT2G19980,-4.55558281,0.030376582
AT2G29165,-4.556729873,0.030168422
AT2G02320,-4.556848312,0.030213737
AT5G38970,-4.768336677,0.015376068
AT5G10580,-4.780360046,0.021910682
AT5G66080,-4.780569162,2.25E-76
AT1G66490,-4.955846224,0.007771764
AT4G05490,-4.957228436,0.007795125
AT4G01680,-4.972591963,1.02E-52
AT3G22250,-5.262089073,0.005681447
AT4G36380,-5.323535468,1.64E-121
AT2G19770,-5.402644041,0.000984636
AT3G50660,-5.453679897,1.45E-137
AT5G07700,-5.837006621,6.19E-05
AT4G01780,-5.93110887,3.05E-05
AT2G37030,-5.944123753,8.35E-05
AT2G42430,-6.444312664,3.41E-07
AT3G30180,-7.09571648,9.93E-123
AT5G09805,-7.168172559,1.25E-11
AT3G23040,-7.368548021,9.76E-13
AT5G57785,-7.385252157,3.36E-75
AT4G08040,-7.900075999,9.95E-61
