genes,lfc_liu2020,qval_liu2020
AT1G76400,0.547022322,5.47E-10
AT5G58550,0.546936985,0.026563827
AT2G18990,0.546066502,0.002485228
AT1G63000,0.545826304,0.012991143
AT1G30490,0.544827726,0.000527186
AT2G29340,0.544571961,0.032249815
AT1G12430,0.544236284,1.25E-05
AT5G50375,0.543554467,0.000654907
AT3G27990,0.541579075,0.001101981
AT3G57350,0.541220639,0.003395416
AT3G05410,0.541155752,0.006247346
AT4G26550,0.540653954,0.000527724
AT1G59980,0.540309768,0.014538405
AT4G18060,0.5397551,2.61E-05
AT4G39550,0.539729094,0.019701944
AT5G11480,0.539539085,6.75E-07
AT1G65380,0.539255841,0.027074146
AT5G57960,0.538441711,0.000272054
AT5G15530,0.537908592,0.040783205
AT3G07640,0.537717587,0.006290355
AT5G09995,0.537442695,0.006500022
AT1G01630,0.537432849,0.004901078
AT5G14100,0.537221587,0.023668947
AT1G18670,0.537209581,0.001603792
AT1G74160,0.536889996,3.17E-05
AT3G05100,0.535933233,0.000108468
AT4G26670,0.535926403,2.28E-05
AT2G37600,0.535538357,0.000297659
AT5G16730,0.535445382,7.47E-06
AT1G50450,0.535170309,0.000141172
AT1G52630,0.53468002,0.010058709
AT3G22780,0.53449943,7.96E-06
AT1G25320,0.533939095,0.001240236
AT3G49500,0.533475692,0.000169012
AT2G37080,0.53330392,0.005549165
AT2G39700,0.533017165,0.038334592
AT3G06130,0.532865952,0.009254283
AT5G16240,0.53264631,0.032840186
AT1G64530,0.532189941,0.000920775
AT5G41760,0.532147739,0.008740341
AT3G07570,0.531820015,0.013037714
AT2G28000,0.531446683,9.59E-11
AT2G14530,0.53106591,0.000109866
AT1G54310,0.530752466,0.003955882
AT5G49460,0.530370184,7.63E-12
AT4G18380,0.529873575,0.00185037
AT1G79470,0.529808193,0.019703777
AT4G21460,0.529211623,0.001015343
AT5G16890,0.528019586,0.002908725
AT5G19340,0.528000447,0.033183637
AT5G55580,0.527657878,0.003051076
AT4G38460,0.527254456,0.008715487
AT4G21880,0.527089777,0.023608178
AT1G26520,0.527067103,0.040203993
AT1G48610,0.526990687,0.002285015
AT5G58160,0.526915812,0.020004824
AT1G53520,0.5265411,0.000871248
AT5G13260,0.526430461,1.13E-07
AT5G10690,0.526135692,0.000312684
AT5G46290,0.525861245,2.14E-07
AT2G39290,0.525229035,0.004452255
AT2G30200,0.524742829,3.23E-06
AT3G25530,0.523549942,5.80E-05
AT2G26100,0.523470794,0.004037513
AT2G31300,0.523353493,0.008478592
AT5G22640,0.523177138,6.28E-06
AT3G50530,0.523112975,0.011219565
AT4G30720,0.522803594,0.000481676
AT2G37230,0.522337141,0.000233451
AT5G58900,0.52220532,0.018000237
AT5G67570,0.521854393,0.00026397
AT1G34130,0.521190559,5.09E-08
AT2G02740,0.520918665,0.006905004
AT5G28640,0.520571801,0.014723219
AT3G21640,0.520548167,0.000379752
AT1G22060,0.52052803,1.78E-09
AT5G60870,0.520380189,0.031670738
AT5G05740,0.520339749,0.004031648
AT1G19430,0.520248029,9.71E-06
AT5G35360,0.520020781,1.33E-07
AT5G46160,0.519973682,0.001496865
AT4G18740,0.519324546,0.002816627
AT1G14620,0.519232559,0.000560085
AT1G73020,0.517862139,0.007882171
AT4G28630,0.5178429,0.009965014
AT1G29790,0.517554457,0.001504976
AT1G33265,0.517383807,0.034345247
AT4G31120,0.517257197,0.004629777
AT5G50180,0.516974878,0.001067188
AT4G09460,0.516679473,0.003036941
AT4G30330,0.516555346,0.005749434
AT3G48090,0.516085002,0.005910034
AT4G06598,0.515930961,0.001450692
AT4G28270,0.515504421,0.003569221
AT5G18620,0.51511672,1.47E-06
AT1G51100,0.514996917,0.022577193
AT2G32580,0.514995603,4.72E-05
AT1G56520,0.514865983,0.024829309
AT1G31230,0.514663872,8.10E-05
AT2G29550,0.514524139,3.19E-07
AT3G26950,0.514457249,0.001122406
AT5G14550,0.514281757,0.000916879
AT1G03000,0.514032269,0.000605698
AT5G47540,0.513927054,0.001482828
AT4G14770,0.512955554,0.038659553
AT1G17455,0.51291163,0.016855601
AT5G46240,0.512820451,0.01036639
AT1G55340,0.512626017,0.006192444
AT1G22700,0.512215557,4.10E-05
AT3G62390,0.511878535,0.039692081
AT4G10470,0.511389351,0.033183637
AT1G48240,0.510823871,0.001639555
AT3G19515,0.510451258,1.09E-05
AT5G63700,0.510356827,0.045102754
AT1G68400,0.51031136,0.013707619
AT3G19820,0.509941276,7.82E-05
AT5G49020,0.509708984,0.015636529
AT4G09640,0.509311182,0.004142003
AT4G04670,0.509243399,0.010027136
AT3G03040,0.508801456,6.24E-05
AT1G29070,0.508588418,4.24E-05
AT4G30620,0.507839843,0.001393985
AT1G16920,0.507776534,8.83E-07
AT5G17310,0.507277268,8.60E-05
AT1G79560,0.507262488,2.17E-05
AT4G16442,0.50708514,0.013084702
AT1G06560,0.507082671,5.10E-05
AT5G57590,0.507007453,0.020026917
AT3G08920,0.506468972,0.031033144
AT1G03630,0.506007822,0.006800639
AT4G25280,0.506003948,0.000341168
AT2G44830,0.505640549,0.009783766
AT4G21190,0.504735193,0.011603622
AT3G58800,0.504474153,0.026742977
AT5G49555,0.503784558,0.013866961
AT3G15620,0.503691054,0.00063183
AT1G78930,0.503329752,0.013203114
AT2G29630,0.503203559,2.04E-05
AT5G08580,0.503080565,0.00036902
AT3G10850,0.503033979,1.06E-06
AT3G14860,0.502839399,0.001482828
AT1G22740,0.502813783,0.026204123
AT5G07240,0.502594604,0.020835627
AT4G00710,0.502167642,6.01E-08
AT2G01760,0.502106644,0.042287849
AT2G05120,0.501999146,0.000266542
AT4G02610,0.501944231,0.002920996
AT5G21920,0.501919714,0.003829298
AT4G09040,0.501783583,5.36E-06
AT1G62510,0.500970829,0.000214078
AT1G31812,0.500922514,5.13E-05
AT4G25960,0.500575856,5.18E-06
AT5G15390,0.50053939,0.012852995
AT4G25870,0.500386939,0.003301625
AT2G26900,0.50036405,0.000213864
AT5G10840,0.500168564,1.03E-09
AT2G05210,0.499978362,0.001649884
AT5G66580,0.499883371,0.040079769
AT5G50350,0.499329894,0.005562633
AT2G21660,0.499327699,3.89E-05
AT1G25570,0.499259467,0.000316252
AT1G13700,0.499188406,0.004276725
AT1G71970,0.498917835,0.0333506
AT5G42765,0.498774305,0.016711607
AT4G24270,0.498416869,0.000612071
AT5G15280,0.497171097,0.003778747
AT3G26540,0.497104028,0.023009786
AT1G63120,0.496746104,0.000243149
AT1G20840,0.496194447,1.02E-06
AT5G20040,0.49617025,0.00076416
AT5G18820,0.49604663,0.009974944
AT3G02530,0.49578002,1.24E-08
AT4G37510,0.49569878,2.50E-05
AT1G12000,0.495509291,4.03E-06
AT2G05070,0.495492734,0.010848444
AT1G47740,0.49492763,0.00037221
AT5G11750,0.494513763,0.01617549
AT3G07410,0.49418084,0.019142694
AT1G22790,0.493814148,0.00080046
AT1G12800,0.493697843,2.35E-07
AT5G58250,0.493377448,0.041921028
AT5G15220,0.492912047,0.004113587
AT3G23340,0.492590559,0.01773823
AT4G10340,0.492543155,1.40E-06
AT2G47240,0.492218677,0.008473729
AT3G53800,0.492131703,5.81E-05
AT5G48230,0.491965047,0.000419789
AT4G21430,0.491832147,0.000899129
AT3G25890,0.491628382,0.006967487
AT3G14390,0.490996413,0.000101325
AT4G26140,0.490623632,0.016440311
AT3G51820,0.4902962,1.87E-05
AT1G60810,0.489867009,0.004407603
AT2G31840,0.489358148,0.002606074
AT1G64980,0.488827534,0.046731806
AT3G55800,0.488741674,0.000170621
AT2G33500,0.488412463,0.024958545
AT3G55010,0.488302257,0.001677403
AT5G02540,0.488081761,0.049629061
AT5G13710,0.487534913,5.82E-08
AT1G71830,0.487287695,0.01985137
AT5G18410,0.487168835,0.000140501
AT1G45688,0.486882264,5.35E-05
AT4G22130,0.486547275,0.03365101
AT1G66430,0.486478443,0.000184255
AT5G43710,0.486391864,0.000867904
AT2G44080,0.486371531,0.009439009
AT3G53420,0.486177727,5.10E-05
AT1G02290,0.486162106,0.004443142
AT5G01220,0.486140908,0.040872186
AT1G17850,0.485862043,0.020104408
AT2G33210,0.485738008,0.001377395
AT4G04940,0.485733963,0.001155531
AT1G75080,0.485708006,2.50E-05
AT4G38520,0.485561114,0.017130603
AT5G60400,0.484934437,0.026980441
AT2G01130,0.484668586,0.001199826
AT1G45332,0.484527497,3.37E-07
AT4G39840,0.484273839,0.03747854
AT3G06590,0.484143841,0.014815338
AT2G42070,0.484044038,0.001577868
AT2G32230,0.483886841,0.003367351
AT1G05870,0.483478922,0.019948133
AT4G25835,0.482488115,0.012119094
AT4G01040,0.482319474,0.008166007
AT3G48500,0.482263005,1.23E-06
AT2G20930,0.482071655,0.019087107
AT1G53290,0.481672945,0.034228968
AT2G36990,0.480991867,0.000502942
AT4G31140,0.480939537,0.019454903
AT2G26080,0.480298079,1.91E-06
AT3G18600,0.48027607,0.00034813
AT1G77630,0.480244059,0.019995483
AT1G30210,0.479960106,1.73E-05
AT5G54270,0.479763298,0.000426767
AT5G56360,0.479007507,6.06E-09
AT1G15000,0.478879513,0.016582815
AT5G50390,0.478769898,0.047497097
AT4G15640,0.478227191,0.002864795
AT5G64030,0.478205825,3.69E-08
AT3G54010,0.477708652,2.09E-07
AT5G06770,0.477099374,0.048744878
AT2G20370,0.47689287,0.001084764
AT5G22790,0.476592753,0.000352242
AT3G58160,0.476511659,0.030333399
AT5G67070,0.476092831,0.029537941
AT2G18630,0.475876193,0.005315467
AT2G22870,0.475698505,0.006873589
AT1G71270,0.475580264,2.73E-06
AT3G57050,0.475396795,4.72E-05
AT1G04910,0.474993283,5.61E-07
AT1G70310,0.47495154,6.13E-07
AT2G02080,0.474932364,0.020370141
AT1G68130,0.474789275,0.004518183
AT3G52155,0.47452538,0.004081476
AT3G62910,0.474428285,0.007686882
AT2G27190,0.474146533,0.007558057
AT4G36520,0.472695258,9.53E-06
AT3G48730,0.472566094,3.73E-07
AT1G14270,0.471211991,0.003733665
AT1G61310,0.47112301,0.00400011
AT1G01540,0.471063098,0.033865118
AT3G46990,0.470787043,0.033303086
AT1G63250,0.470664275,0.004000742
AT1G60950,0.470645858,0.000266958
AT1G29320,0.470553392,0.000228465
AT4G16155,0.469999828,3.41E-05
AT2G38530,0.469700496,0.005134895
AT4G02790,0.469654936,0.000708874
AT5G51110,0.469582534,6.48E-06
AT4G13640,0.469389102,6.06E-05
AT1G74470,0.468915934,4.15E-05
AT4G26620,0.468785456,0.000693985
AT1G15215,0.468575962,0.033362818
AT3G18850,0.468289761,0.039409951
AT2G35110,0.468184963,5.22E-06
AT1G80490,0.4681668,4.33E-05
AT1G14140,0.468143636,0.001988445
AT1G10200,0.468004294,1.07E-05
AT1G06680,0.467992239,2.93E-06
AT4G31210,0.46760847,3.74E-08
AT1G74380,0.467578247,0.001984112
AT5G51820,0.46748131,0.000264971
AT2G20020,0.467014872,0.000133869
AT5G01020,0.466998757,0.026025453
AT4G38380,0.466512042,0.015810203
AT1G50120,0.466399838,8.00E-05
AT3G13180,0.46611161,0.005184604
AT1G78240,0.465880604,0.011605533
AT2G35620,0.465385013,0.022157649
AT5G03040,0.465275715,1.41E-07
AT1G05850,0.465223428,2.02E-06
AT1G14910,0.463855434,7.59E-05
AT3G16260,0.463767428,0.004167867
AT4G27340,0.463743554,0.020058041
AT4G17150,0.463604259,1.23E-05
AT4G15930,0.463391462,0.001066843
AT3G12550,0.463340515,0.021554454
AT5G19620,0.463022805,0.000766055
AT2G29980,0.462980595,0.002254303
AT4G22305,0.462883105,0.019524393
AT3G02250,0.462693154,0.000148511
AT3G14172,0.46213461,9.26E-06
AT3G26710,0.462039762,0.016821113
AT4G33580,0.461717665,3.43E-05
AT5G47110,0.461705198,2.12E-05
AT1G45120,0.461576205,0.026952926
AT3G44150,0.46150968,0.001788885
AT1G67590,0.461066435,0.049863351
AT4G24610,0.461022893,0.006542867
AT2G47590,0.460955731,0.005224562
AT1G16390,0.460806307,0.03329843
AT5G53880,0.460315489,0.04709891
AT1G67930,0.459973772,0.000789345
AT5G60450,0.459939872,0.018424639
AT2G01680,0.459572406,0.005538379
AT3G02830,0.459383356,0.017317369
AT5G41080,0.459325264,0.011494295
AT1G49750,0.459186443,0.019368057
AT5G22070,0.45899979,0.011564007
AT1G48950,0.45858379,0.000297833
AT1G16260,0.458341025,0.008950408
AT4G05520,0.457932944,0.032648529
AT4G19020,0.457499132,0.020512798
AT3G19850,0.456776028,0.020420531
AT3G62220,0.456409235,0.016966682
AT4G31350,0.456363443,0.018825233
AT3G02180,0.456268212,5.79E-05
AT3G48190,0.456243032,0.005191246
AT4G23300,0.456058348,0.009281893
AT5G38410,0.45498786,0.000401417
AT5G42480,0.454957373,0.017173365
AT3G47590,0.454757044,0.014556391
AT5G11740,0.454332892,0.010598263
AT1G10910,0.45413643,0.000699021
AT1G03400,0.453887927,0.006963745
AT2G37050,0.453783645,2.78E-06
AT1G12850,0.45351905,0.001471287
AT2G41460,0.452653328,0.012137029
AT4G32670,0.451621453,0.010149168
AT1G62610,0.451323248,0.041068274
AT4G02460,0.4511183,0.023585332
AT3G01500,0.450557133,0.012173243
AT1G06460,0.450350752,0.010996163
AT5G10060,0.450319511,0.002273648
AT1G54500,0.449911667,0.015342985
AT2G48120,0.449797336,0.047665135
AT2G02480,0.449686393,0.004809351
AT4G08850,0.449534662,0.000825259
AT3G03220,0.448891871,0.027477376
AT5G20280,0.448861029,3.39E-05
AT1G31800,0.448143733,0.008576289
AT1G35220,0.44788673,0.000140659
AT2G16780,0.447530541,0.014705831
AT4G28640,0.446862741,0.031701002
AT2G35780,0.446317286,0.00300104
AT5G40280,0.445933722,0.001866898
AT1G07380,0.44573361,0.025746059
AT3G11590,0.445624543,0.00223581
AT2G26470,0.445451239,0.030168422
AT4G16710,0.445362082,0.005371409
AT2G39670,0.445212389,0.001212583
AT1G63680,0.444927054,5.03E-05
AT5G50250,0.444843361,0.000774836
AT1G04200,0.444686126,0.001483526
AT1G75010,0.444640423,0.009048261
AT1G15290,0.444408654,0.000126413
AT1G61520,0.444334229,0.000146782
AT1G78300,0.443901318,3.06E-06
AT5G44340,0.443770914,4.13E-09
AT4G20130,0.443259811,0.000506317
AT1G34000,0.442997763,0.025513207
AT5G04885,0.442840798,0.007196367
AT2G39730,0.44269021,0.001380574
AT4G32570,0.442446709,0.003058244
AT5G40870,0.442398962,0.003215119
AT3G14570,0.441726834,0.005842637
AT1G72090,0.441543355,0.000915371
AT5G63960,0.441327252,0.006608401
AT2G28830,0.44112276,0.025977541
AT5G39960,0.440553207,0.042964843
AT5G13630,0.440242115,2.87E-05
AT1G19870,0.439773321,3.17E-08
AT1G12710,0.438991797,0.007590605
AT4G27060,0.438627896,4.00E-05
AT3G11250,0.438187054,0.008303937
AT4G02500,0.437880948,4.39E-05
AT1G73310,0.437746385,0.042581905
AT5G13300,0.43757857,2.07E-05
AT1G15480,0.437527408,0.013742079
AT3G07650,0.437488573,0.00265902
AT3G48820,0.437477204,0.001445817
AT5G17640,0.437417581,0.000114784
AT2G20890,0.437403393,0.002390462
AT3G57940,0.437094608,0.011407466
AT2G03680,0.436972769,5.59E-06
AT1G75200,0.436888291,0.000182854
AT2G33255,0.435162239,0.027871447
AT1G09830,0.435151278,0.008576801
AT5G20140,0.435117205,0.030369389
AT5G24340,0.434996806,0.027351787
AT3G10270,0.434041698,0.00451971
AT3G52050,0.434034896,0.031236412
AT1G80480,0.433484565,0.000939989
AT5G05820,0.433354942,0.021514458
AT1G76670,0.433166163,8.56E-05
AT1G10130,0.4329347,1.72E-06
AT3G13060,0.432598437,0.00057214
AT2G21070,0.43258788,0.031759849
AT1G61350,0.432369169,0.002212683
AT3G06060,0.431901419,0.01175509
AT3G32930,0.431726216,8.92E-05
AT3G07770,0.431625077,0.001014785
AT1G72410,0.43160236,3.52E-06
AT2G24060,0.431231735,0.002092285
AT2G26680,0.431222517,0.001505159
AT2G47630,0.430575435,0.030601455
AT1G67550,0.430525857,0.001231961
AT4G09010,0.430462246,0.015853129
AT1G77750,0.430359951,0.021384408
AT2G43010,0.430357739,0.003198752
AT3G25690,0.430309272,3.03E-05
AT3G54090,0.429970021,0.000871248
AT1G75750,0.429925305,0.00108216
AT5G19390,0.429852764,0.000302996
AT5G62790,0.429692428,0.002257637
AT5G48470,0.429656746,0.037822127
AT3G19180,0.428792765,0.035603136
AT5G42320,0.428735022,0.013388777
AT2G35040,0.428456951,6.91E-08
AT1G31300,0.428382195,0.00217475
AT2G36410,0.428339645,0.000584519
AT2G41620,0.428113779,0.001495239
AT5G05990,0.427941835,0.041618313
AT1G24160,0.427917355,0.000277111
AT5G05660,0.42769132,0.001389537
AT1G70730,0.427650353,0.000134146
AT3G27550,0.427523162,0.031968409
AT1G76660,0.427218762,0.000837853
AT3G18490,0.427089114,0.005792465
AT3G53560,0.42699911,0.008473729
AT3G14240,0.426586095,0.001507305
AT5G44280,0.426582253,0.036603328
AT2G43970,0.426317639,6.52E-07
AT2G22795,0.426093634,0.002001866
AT3G27830,0.42570724,0.00935219
AT5G55280,0.425664112,0.000959536
AT2G17120,0.425434144,0.00796154
AT4G30820,0.425199739,0.043660681
AT2G30980,0.42509617,0.000407544
AT3G63530,0.425071956,0.03242986
AT3G29185,0.425060182,0.004683761
AT1G12930,0.424737197,0.018135047
AT3G54720,0.424365815,0.024166604
AT4G35760,0.424164864,0.005566897
AT3G12080,0.423579047,0.000375933
AT5G05010,0.423524012,0.000200788
AT2G42190,0.423351028,0.022850998
AT5G24300,0.423121105,0.005749434
AT2G38650,0.423110242,0.000292979
AT1G26850,0.422972602,1.63E-10
AT3G54050,0.422687125,0.00559021
AT5G66570,0.422346486,0.000634532
AT1G17650,0.421946941,0.005632892
AT1G08125,0.421744563,0.001066162
AT3G18240,0.421427278,0.009232661
AT1G55490,0.421410057,3.00E-05
AT2G26550,0.421331883,0.044973098
AT4G39970,0.420314379,0.003227611
AT3G02050,0.420151735,0.023818876
AT3G18780,0.420150308,0.000153283
AT3G18190,0.419218706,6.61E-06
AT4G28360,0.419185971,0.047585211
AT3G26900,0.418834148,0.000618103
AT1G15820,0.418750285,5.22E-06
AT2G27840,0.418618247,0.003333758
AT5G62880,0.41767367,0.003766132
AT4G39860,0.417456061,0.012340234
AT4G38470,0.417136536,0.000230458
AT3G14120,0.417028695,0.009287467
AT1G29900,0.416980039,0.014454724
AT3G04880,0.416971844,5.27E-05
AT1G69530,0.416965227,0.035216459
AT1G76050,0.416846472,0.001022923
AT2G05100,0.416811661,0.011223741
AT3G26280,0.416429756,0.013059929
AT1G12900,0.416304928,0.00029686
AT2G34640,0.416242053,0.001942329
AT3G29320,0.416092284,0.003993245
AT4G28220,0.416056637,0.017104669
AT3G05490,0.415726389,0.012785679
AT2G45030,0.414722871,1.47E-05
AT5G04895,0.414333314,0.043938335
AT1G71720,0.41428916,0.005996976
AT2G22850,0.414215569,0.04050603
AT4G11120,0.414183745,0.005805394
AT1G54630,0.414083185,2.82E-05
AT5G15230,0.413867319,0.001571725
AT1G20020,0.413751682,0.013505163
AT1G10570,0.41358914,0.006745361
AT5G17270,0.413509669,0.001842715
AT3G11070,0.413423535,0.004064966
AT4G08950,0.413415976,2.38E-06
AT5G06460,0.413280728,0.030369501
AT2G20190,0.413061984,1.11E-06
AT1G80260,0.412518507,0.021331105
AT5G52820,0.412212255,0.008166007
AT3G48750,0.411970753,0.000192857
AT3G22310,0.41187097,0.000382731
AT3G23830,0.411514985,0.010298877
AT1G65070,0.411275837,0.000125005
AT2G34570,0.410878866,0.032312186
AT4G35920,0.410524762,0.002993605
AT4G02680,0.409953544,0.000889348
AT2G38440,0.409590811,7.85E-06
AT3G63170,0.409514521,0.029274729
AT1G77600,0.4094542,0.001388394
AT1G14670,0.409307336,1.57E-08
AT2G04842,0.409148663,0.001960207
AT4G22570,0.409120252,0.038991246
AT3G05810,0.409037007,0.011085919
AT4G26690,0.408808601,0.001111772
AT4G36940,0.408737271,0.02823623
AT2G04030,0.408356905,0.000356297
AT2G42220,0.408172698,0.001358488
AT3G15380,0.40816668,0.01188276
AT4G00990,0.408127273,0.00187919
AT1G05570,0.407927944,0.002297844
AT3G28200,0.407876978,0.034634992
AT1G74850,0.407777225,0.0296707
AT5G53140,0.407348753,2.29E-06
AT1G64680,0.406783219,0.021910682
AT3G02350,0.406535325,7.74E-06
AT1G23740,0.406311537,0.011151957
AT4G05180,0.406007003,0.001111772
AT2G24090,0.405202482,0.009518078
AT5G26742,0.405118658,7.96E-05
AT1G09150,0.405083969,0.003142301
AT2G20725,0.404707816,0.025577454
AT3G14415,0.40458919,0.000587168
AT5G41870,0.404395368,0.024797696
AT3G06930,0.40418948,0.006403525
AT4G01050,0.404163739,0.000412684
AT3G44750,0.403814042,0.01186794
AT3G02720,0.403755665,0.01440839
AT5G15490,0.403396589,0.004713771
AT2G45540,0.403127672,1.67E-06
AT4G11010,0.402463195,0.000523694
AT1G65270,0.402391723,0.006208438
AT5G03300,0.402365617,0.000883108
AT2G03780,0.402308762,0.049205729
AT5G02050,0.402023586,0.003862363
AT3G23070,0.401921035,0.041552719
AT4G34540,0.401841331,0.028966578
AT3G17850,0.40178019,7.39E-07
AT4G02400,0.401366879,0.000231935
AT3G19930,0.401353856,0.003415463
AT5G65460,0.40134261,0.043822198
AT1G10630,0.401320967,0.003173695
AT5G62690,0.40120912,0.000240566
AT3G61580,0.401184396,0.000887383
AT5G66530,0.400629901,0.008807145
AT1G74560,0.400355409,0.000769057
AT5G06440,0.40009639,0.004324124
AT1G54780,0.399961565,0.031019333
AT1G02370,0.399686811,0.040213466
AT1G35680,0.399472884,0.000200929
AT1G21830,0.398616183,0.003050136
AT2G39930,0.398381227,0.03738659
AT3G46740,0.398353882,3.38E-08
AT1G79850,0.398107595,0.008646422
AT1G21560,0.398026513,0.041012385
AT4G18370,0.397630006,0.038153656
AT5G23300,0.396950897,0.046711889
AT4G39620,0.396126942,0.046162408
AT4G23400,0.3950276,0.000191376
AT1G71260,0.39470876,0.033280519
AT3G53900,0.39468487,0.043896449
AT4G05090,0.394658039,0.029369356
AT2G47320,0.394657284,0.000746062
AT5G45300,0.394611348,0.032178176
AT2G21860,0.394404598,0.013616807
AT3G60380,0.394119684,0.016586559
AT1G58110,0.393775318,0.001566216
AT4G21280,0.393682476,0.001877234
AT5G49820,0.39345375,0.00063183
AT2G15230,0.393187966,0.024167352
AT1G35780,0.393055138,0.021312155
AT5G53080,0.392931299,0.043073927
AT3G27850,0.392925776,0.024858013
AT1G78620,0.392698326,0.014248102
AT4G36150,0.392563293,0.038675291
AT1G16680,0.392511123,0.005238919
AT1G61100,0.392491403,0.000380395
AT1G05070,0.39246265,0.007021052
AT2G21340,0.391869549,0.028248686
AT2G27680,0.391694715,0.018250492
AT5G35220,0.391689306,0.036757338
AT3G59810,0.391599382,0.022313401
AT3G23760,0.391219975,0.0413098
AT5G08540,0.390887007,0.00089377
AT3G04480,0.390688152,0.001324108
AT5G07860,0.390509306,0.028964997
AT5G16130,0.39041301,4.83E-06
AT2G38310,0.390220612,0.003134283
AT2G26330,0.390208786,0.002672678
AT4G18480,0.390208298,0.002137384
AT3G10350,0.389448801,0.000199956
AT1G52780,0.389347646,0.013951994
AT5G47190,0.389330365,0.000629493
AT1G18030,0.388402696,0.039259906
AT3G04260,0.388263606,0.00268719
AT5G52190,0.387853896,0.005478369
AT2G39280,0.387493607,0.028668381
AT5G22830,0.387250024,0.00714713
AT1G09100,0.386794089,0.004517925
AT4G24540,0.386450175,0.032037785
AT2G36390,0.386244738,0.027942861
AT5G64760,0.386219897,0.028020456
AT4G04350,0.386202342,0.003500133
AT1G27400,0.385970563,0.000398098
AT2G45970,0.385745797,0.037385743
AT3G07110,0.385706647,0.000312684
AT3G62360,0.385249605,7.03E-08
AT1G75210,0.385234377,0.001212294
AT3G62370,0.385166659,0.008955925
AT2G31360,0.384919608,0.000168004
AT2G21330,0.3847459,0.009983797
AT2G19940,0.384712491,0.001780448
AT5G58600,0.384568414,0.017663056
AT5G62470,0.384560274,0.017457719
AT3G53610,0.384120461,0.003322274
AT3G13870,0.384052074,1.70E-07
AT5G56140,0.383984567,1.20E-05
AT5G18440,0.383760914,0.036114453
AT5G19660,0.383414796,0.00096917
AT2G21630,0.383152723,0.0412016
AT1G01090,0.383104052,0.006752581
AT3G06550,0.382388583,0.000125096
AT2G35830,0.382341326,0.023830433
AT3G55510,0.382250666,0.030805419
AT3G22960,0.382117216,2.82E-06
AT5G66060,0.382078709,0.015699237
AT5G54250,0.381988003,0.049867071
AT1G74880,0.381965918,0.013780299
AT5G04810,0.38175464,0.012867697
AT5G11040,0.381731681,0.004808422
AT4G02990,0.381695551,0.002076398
AT1G09840,0.381337356,0.034915274
AT1G78150,0.381204626,5.27E-05
AT5G25780,0.381154281,0.003749398
AT5G11980,0.380930651,0.003736917
AT5G07870,0.380756506,0.006107808
AT2G17550,0.379945779,0.007630219
AT4G01310,0.379205529,0.000962419
AT2G35500,0.379192072,0.007349783
AT5G62650,0.379181115,0.049157039
AT2G31370,0.379068599,0.005912524
AT2G06520,0.378817014,0.001272813
AT3G63140,0.378293307,0.01131513
AT4G20360,0.378119732,0.001057905
AT2G19860,0.378095639,0.032725478
AT5G19010,0.377693415,0.013919592
AT3G07470,0.376952906,0.005655656
AT3G48110,0.376713634,0.002485006
AT4G02070,0.376439884,0.043723975
AT1G53240,0.375977,0.008402753
AT5G25630,0.375489951,0.020026917
AT5G21930,0.37523159,0.003278083
AT5G02250,0.374943863,0.021933121
AT5G65670,0.37492613,2.34E-05
AT5G19930,0.374382674,0.016967333
AT5G11640,0.374289642,0.018947884
AT2G44160,0.374208036,6.50E-05
AT5G39790,0.374046815,0.036560068
AT1G01800,0.373869523,0.006492409
AT2G40316,0.373655654,0.032125136
AT5G15980,0.373498848,0.045609514
AT4G16390,0.373311546,0.026384379
AT2G34770,0.373213206,4.00E-05
AT3G14790,0.372970103,0.025669512
AT1G54440,0.3720381,0.022351274
AT5G11880,0.37200817,0.002849787
AT5G19940,0.371678275,0.000615066
AT5G49810,0.371647328,0.028666776
AT3G22520,0.37164158,0.012690625
AT5G08350,0.371377923,0.002373986
AT3G58220,0.371042989,0.039259906
AT5G65430,0.370798681,0.000401417
AT5G67470,0.3701356,0.014827711
AT3G11830,0.370096394,3.30E-05
AT3G49140,0.370044886,0.000574456
AT3G17340,0.370031095,0.036231091
AT1G03680,0.369065823,0.003457237
AT2G25640,0.368856475,0.010996163
AT5G23120,0.368651703,0.011848255
AT3G15410,0.368411839,0.000230794
AT4G09730,0.368341985,0.001987229
AT2G17990,0.368265195,0.015598337
AT1G01950,0.36825978,0.003367351
AT1G05200,0.368217278,0.002000368
AT5G67130,0.368157164,0.020588439
AT4G25270,0.367930733,0.017652652
AT1G62020,0.367765375,4.26E-06
AT4G00730,0.36753789,0.004424361
AT1G55900,0.367192202,0.01955305
AT1G33410,0.366933533,9.70E-05
AT3G11800,0.366690937,0.016216059
AT1G74260,0.366651446,0.013803236
AT3G15000,0.366276872,0.000660823
AT4G10180,0.366253864,0.016665429
AT3G17430,0.365894825,0.018909958
AT5G43960,0.365863352,2.34E-05
AT1G03160,0.365853985,0.00414998
AT5G52520,0.365818334,0.001532608
AT3G56940,0.365706101,0.000353008
AT3G16110,0.36504149,0.002005401
AT5G41790,0.364936467,0.000803099
AT5G14740,0.364922858,0.000555808
AT5G49030,0.364891006,0.019377474
AT5G44530,0.364749617,0.047703813
AT5G05680,0.364347282,0.020791214
AT4G16180,0.36399261,8.22E-05
AT5G45550,0.363432816,0.000126636
AT1G63970,0.363197153,0.014071188
AT1G04620,0.363171078,0.031557588
AT4G12750,0.362936142,0.032197179
AT3G12780,0.36248624,0.001479567
